Iteration,ET
0,49.295300000000
1,52.260400000000
2,63.704100000000
3,80.525800000000
4,56.617600000000
5,42.680100000000
6,42.057900000000
7,42.667100000000
8,41.946400000000
9,43.621600000000
10,42.090700000000
11,42.015800000000
12,44.587600000000
13,43.770000000000
14,47.873200000000
15,42.419700000000
16,42.039800000000
17,42.200300000000
18,41.887700000000
19,42.195900000000
20,42.370200000000
21,42.024800000000
22,43.755800000000
23,42.383500000000
24,41.646700000000
25,42.970000000000
26,49.046900000000
27,57.805700000000
28,56.719800000000
29,46.074800000000
30,41.640700000000
31,41.418900000000
32,41.243100000000
33,41.247800000000
34,43.369600000000
35,41.708600000000
36,42.502400000000
37,42.106200000000
38,41.873700000000
39,42.317800000000
40,42.215800000000
41,43.759500000000
42,44.021900000000
43,54.077400000000
44,41.176500000000
45,41.328900000000
46,42.561400000000
47,43.381800000000
48,44.823700000000
49,41.374700000000
50,49.586200000000
51,60.319100000000
52,42.651600000000
53,41.210600000000
54,56.971200000000
55,44.560100000000
56,42.707900000000
57,41.630700000000
58,41.402100000000
59,42.444200000000
60,41.329800000000
61,41.119700000000
62,41.519500000000
63,41.172900000000
64,43.498500000000
65,42.801500000000
66,42.962900000000
67,42.065500000000
68,42.008100000000
69,42.296100000000
70,42.011400000000
71,42.154300000000
72,42.750900000000
73,42.592800000000
74,42.375200000000
75,42.042700000000
76,41.996000000000
77,42.104400000000
78,41.962500000000
79,42.326000000000
80,41.932400000000
81,42.257100000000
82,41.935100000000
83,42.235900000000
84,41.924100000000
85,41.932800000000
86,42.188200000000
87,41.923600000000
88,42.351800000000
89,42.278200000000
90,42.227500000000
91,42.215600000000
92,41.951700000000
93,42.216300000000
94,42.000900000000
95,41.827400000000
96,44.774800000000
97,42.581500000000
98,48.159100000000
99,57.646100000000
100,42.973200000000
101,43.496600000000
102,42.655200000000
103,41.995800000000
104,42.086400000000
105,42.724700000000
106,42.867600000000
107,42.377300000000
108,42.435200000000
109,42.308700000000
110,42.405100000000
111,42.449800000000
112,43.434700000000
113,42.903200000000
114,45.002200000000
115,42.549200000000
116,42.223900000000
117,42.600500000000
118,42.370600000000
119,42.302200000000
120,42.821300000000
121,42.271500000000
122,42.511200000000
123,42.342900000000
124,42.656200000000
125,42.555500000000
126,42.835400000000
127,42.354600000000
128,42.621300000000
129,43.223500000000
130,42.258200000000
131,42.169500000000
132,42.254700000000
133,41.801100000000
134,42.290700000000
135,42.786700000000
136,42.174400000000
137,41.870700000000
138,42.040100000000
139,42.345200000000
140,41.930100000000
141,41.931700000000
142,41.926900000000
143,41.934100000000
144,41.937300000000
145,41.924000000000
146,41.932000000000
147,41.920700000000
148,42.004500000000
149,41.934500000000
150,41.929800000000
151,41.921600000000
152,41.959300000000
153,41.973900000000
154,41.929700000000
155,41.941000000000
156,41.929700000000
157,41.933900000000
158,42.108500000000
159,43.285600000000
160,42.053100000000
161,42.073300000000
162,43.284800000000
163,43.446900000000
164,44.016400000000
165,44.771600000000
166,43.123100000000
167,44.881200000000
168,44.606500000000
169,42.451500000000
170,42.041900000000
171,49.905100000000
172,50.412500000000
173,42.852700000000
174,42.006400000000
175,51.700200000000
176,52.433800000000
177,42.850500000000
178,42.373400000000
179,42.525000000000
180,42.319300000000
181,42.231200000000
182,43.997000000000
183,41.991100000000
184,42.170300000000
185,42.042900000000
186,41.954700000000
187,41.838000000000
188,42.010200000000
189,41.994400000000
190,44.835500000000
191,42.188100000000
192,42.219800000000
193,42.875900000000
194,42.059800000000
195,42.626500000000
196,42.070200000000
197,42.452200000000
198,54.137500000000
199,53.214400000000
200,47.987400000000
201,45.318600000000
202,43.890400000000
203,45.735800000000
204,44.110000000000
205,43.706700000000
206,47.206900000000
207,43.397200000000
208,44.209500000000
209,44.148200000000
210,43.475400000000
211,48.000500000000
212,43.779500000000
213,45.585000000000
214,44.999600000000
215,46.375300000000
216,44.472900000000
217,46.492300000000
218,42.378300000000
219,42.124100000000
220,42.259300000000
221,42.817200000000
222,44.518300000000
223,43.624900000000
224,44.415200000000
225,42.325300000000
226,42.367200000000
227,42.209700000000
228,42.005000000000
229,42.028000000000
230,42.600500000000
231,43.254900000000
232,42.356500000000
233,42.732900000000
234,42.864500000000
235,42.891900000000
236,44.005600000000
237,43.581400000000
238,43.083700000000
239,43.044600000000
240,43.325500000000
241,43.055600000000
242,42.224700000000
243,41.934900000000
244,42.004100000000
245,42.094600000000
246,41.968100000000
247,41.980000000000
248,42.050500000000
249,42.308300000000
250,42.838900000000
251,42.086400000000
252,44.084200000000
253,42.833000000000
254,43.521800000000
255,43.292600000000
256,43.423900000000
257,44.123100000000
258,44.059900000000
259,43.117800000000
260,43.581300000000
261,43.774400000000
262,43.481900000000
263,42.125800000000
264,41.990700000000
265,41.925800000000
266,41.928700000000
267,41.957900000000
268,41.976500000000
269,41.943900000000
