Iteration,ET
0,23.222500000000
1,22.110000000000
2,22.131200000000
3,22.268500000000
4,22.169500000000
5,22.208100000000
6,22.175300000000
7,22.226400000000
8,22.195600000000
9,23.030000000000
10,22.216200000000
11,22.483700000000
12,22.317900000000
13,22.255400000000
14,22.179200000000
15,22.213300000000
16,22.187600000000
17,22.250300000000
18,22.234700000000
19,23.077000000000
20,22.289000000000
21,23.523100000000
22,22.569300000000
23,22.787100000000
24,22.412900000000
25,22.508100000000
26,22.351900000000
27,22.380700000000
28,22.306500000000
29,22.269300000000
30,22.283200000000
31,22.291100000000
32,22.331100000000
33,22.360700000000
34,22.261800000000
35,22.213600000000
36,22.332500000000
37,22.214200000000
38,22.306000000000
39,22.269100000000
40,22.962900000000
41,22.209500000000
42,22.122400000000
43,22.160100000000
44,22.262700000000
45,22.284500000000
46,22.208800000000
47,22.247700000000
48,22.237600000000
49,23.415100000000
50,22.295300000000
51,22.339600000000
52,22.286800000000
53,22.285900000000
54,22.290200000000
55,22.284700000000
56,22.323800000000
57,22.292800000000
58,22.326400000000
59,22.318500000000
60,22.296900000000
61,22.269600000000
62,22.290400000000
63,22.338100000000
64,22.315400000000
65,22.284700000000
66,22.275600000000
67,22.308000000000
68,22.301400000000
69,22.268700000000
70,22.251900000000
71,22.225600000000
72,22.226700000000
73,22.318100000000
74,22.183900000000
75,22.196900000000
76,22.237600000000
77,22.229300000000
78,22.205200000000
79,22.167200000000
80,22.225100000000
81,22.174800000000
82,22.224900000000
83,22.184300000000
84,22.186200000000
85,22.193200000000
86,22.241900000000
87,22.241300000000
88,22.207900000000
89,22.180600000000
90,22.217300000000
91,22.219800000000
92,22.182100000000
93,22.191500000000
94,22.167500000000
95,22.206800000000
96,22.202400000000
97,22.209900000000
98,22.185600000000
99,22.181000000000
100,22.186100000000
101,22.270000000000
102,22.191300000000
103,22.239000000000
104,22.216700000000
105,22.292000000000
106,22.203600000000
107,22.659300000000
108,22.653900000000
109,22.325900000000
110,22.255800000000
111,22.246700000000
112,22.256800000000
113,22.305300000000
114,22.205700000000
115,22.232800000000
116,22.212300000000
117,22.232400000000
118,22.190900000000
119,22.203900000000
120,22.210000000000
121,22.205300000000
122,22.243500000000
123,22.202900000000
124,22.225100000000
125,22.229000000000
126,22.192400000000
127,22.247800000000
128,22.197400000000
129,22.174900000000
130,22.194600000000
131,22.194500000000
132,22.191700000000
133,22.218200000000
134,22.162900000000
135,22.258300000000
136,22.241300000000
137,22.200300000000
138,22.246300000000
139,22.253900000000
140,22.277500000000
141,22.171700000000
142,22.225300000000
143,22.166400000000
144,22.199300000000
145,22.219600000000
146,22.206100000000
147,22.206500000000
148,22.182000000000
149,22.191900000000
150,22.194100000000
151,22.226500000000
152,22.166900000000
153,22.197100000000
154,22.293300000000
155,22.228300000000
156,22.226500000000
157,22.251000000000
158,22.181800000000
159,22.212600000000
160,22.173200000000
161,22.206400000000
162,22.196400000000
163,22.204800000000
164,22.181400000000
165,22.212400000000
166,22.193200000000
167,22.229500000000
168,22.247000000000
169,22.180400000000
170,22.208900000000
171,22.221600000000
172,22.248300000000
173,22.277700000000
174,22.252500000000
175,22.197600000000
176,22.267400000000
177,22.221100000000
178,22.233600000000
179,22.193100000000
180,22.209200000000
181,22.194200000000
182,22.227900000000
183,22.186700000000
184,22.182500000000
185,22.223700000000
186,22.209500000000
187,22.184900000000
188,22.234700000000
189,22.227500000000
190,22.179800000000
191,22.189600000000
192,22.205100000000
193,22.179700000000
194,22.170200000000
195,22.238500000000
196,22.244200000000
197,22.199700000000
198,22.189800000000
199,22.440000000000
200,22.278500000000
201,22.219000000000
202,22.231500000000
203,22.246400000000
204,22.189600000000
205,22.239700000000
206,22.242500000000
207,22.220600000000
208,22.283100000000
209,22.214000000000
210,22.209900000000
211,22.245000000000
212,22.195800000000
213,22.232200000000
214,22.217300000000
215,22.193700000000
216,22.248900000000
217,22.225300000000
218,22.204600000000
219,22.222400000000
220,22.236300000000
221,22.173800000000
222,22.209500000000
223,22.215600000000
224,22.213700000000
225,22.261000000000
226,22.185600000000
227,22.197100000000
228,22.197800000000
229,22.195800000000
230,22.211800000000
231,22.229400000000
232,22.199800000000
233,22.212600000000
234,22.184200000000
235,22.177900000000
236,22.212000000000
237,22.159600000000
238,22.221400000000
239,22.253000000000
240,22.226400000000
241,22.192900000000
242,22.175500000000
243,22.226700000000
244,22.305100000000
245,22.215400000000
246,22.173400000000
247,22.227300000000
248,22.159900000000
249,22.225100000000
250,22.217700000000
251,22.179500000000
252,22.262000000000
253,22.236400000000
254,22.266600000000
255,22.234100000000
256,22.193700000000
257,22.217200000000
258,22.260900000000
259,22.217000000000
260,22.194600000000
261,22.211100000000
262,22.443100000000
263,22.230700000000
264,22.255400000000
265,22.254200000000
266,22.247300000000
267,22.262200000000
268,22.259100000000
269,22.248900000000
270,22.232900000000
271,22.206200000000
272,22.224200000000
273,22.269500000000
274,22.201000000000
275,22.222700000000
276,22.273000000000
277,22.200200000000
278,22.202900000000
279,22.184600000000
280,22.211400000000
281,22.241400000000
282,22.203300000000
283,22.283400000000
284,22.212900000000
285,22.228800000000
286,22.243100000000
287,22.216200000000
288,22.289100000000
289,22.230300000000
290,22.226600000000
291,22.227600000000
292,22.236000000000
293,22.188800000000
294,22.188200000000
295,22.261400000000
296,22.179900000000
297,22.181500000000
298,22.235900000000
299,22.168300000000
300,22.257600000000
301,22.199800000000
302,22.161900000000
303,22.244800000000
304,22.217100000000
305,22.195300000000
306,22.195300000000
307,22.217300000000
308,22.241400000000
309,22.272400000000
310,22.200900000000
311,22.180200000000
312,22.187000000000
313,22.221500000000
314,22.224700000000
315,22.231000000000
316,22.235800000000
317,22.210400000000
318,22.217100000000
319,22.186300000000
320,22.176000000000
321,22.228900000000
322,22.192100000000
323,22.199700000000
324,22.208900000000
325,22.281600000000
326,24.701800000000
327,22.201600000000
328,22.178300000000
329,22.180100000000
330,22.188200000000
331,22.186500000000
332,22.160400000000
333,22.228900000000
334,22.244200000000
335,22.230100000000
336,22.219900000000
337,22.169000000000
338,22.159000000000
339,22.152800000000
340,22.197500000000
341,22.233500000000
342,22.225000000000
343,22.177900000000
344,22.205300000000
345,22.193200000000
346,22.219000000000
347,22.158400000000
348,22.160900000000
349,22.194400000000
350,22.164300000000
351,22.223900000000
352,22.359600000000
353,22.174200000000
354,22.185100000000
355,22.168300000000
356,22.184000000000
357,22.208500000000
358,22.227700000000
359,22.205100000000
360,22.195900000000
361,22.222400000000
362,22.272600000000
363,22.232600000000
364,22.197100000000
365,22.200400000000
366,22.258500000000
367,22.176900000000
368,22.194900000000
369,22.184000000000
370,22.205500000000
371,22.223100000000
372,22.201200000000
373,22.187700000000
374,22.184100000000
375,22.215300000000
376,22.187100000000
377,22.810600000000
378,22.257900000000
379,22.233800000000
380,22.165600000000
381,22.231900000000
382,22.198900000000
383,22.183900000000
384,22.229000000000
385,22.269700000000
386,22.241100000000
387,22.262000000000
388,22.212900000000
389,22.243000000000
390,22.255200000000
391,22.270300000000
392,22.270400000000
393,22.159300000000
394,22.194000000000
395,22.215900000000
396,22.164600000000
397,22.279800000000
398,22.223900000000
399,22.238200000000
400,22.212300000000
401,22.153700000000
402,22.191000000000
403,22.208000000000
404,22.183100000000
405,22.234100000000
406,22.200500000000
407,22.173100000000
408,22.207500000000
409,22.189800000000
410,22.208700000000
411,22.264700000000
412,22.191300000000
413,22.202200000000
414,22.274400000000
415,22.232100000000
416,22.501000000000
417,22.257200000000
418,22.236200000000
419,22.260500000000
420,22.216600000000
421,22.210200000000
422,22.200400000000
423,22.236000000000
424,22.178800000000
425,22.321500000000
426,22.220900000000
427,22.196700000000
428,22.203600000000
429,22.218100000000
430,22.204700000000
431,22.238000000000
432,22.172500000000
433,22.199300000000
434,22.277900000000
435,22.273000000000
436,22.169500000000
437,22.190500000000
438,22.232000000000
439,22.216800000000
440,22.197500000000
441,22.210100000000
442,22.187800000000
443,22.231700000000
444,22.257000000000
445,22.189800000000
446,22.265200000000
447,22.256000000000
448,22.213300000000
449,22.268600000000
450,22.202800000000
451,22.169500000000
452,22.205100000000
453,22.199000000000
454,22.236800000000
455,22.263200000000
456,22.188100000000
457,22.251400000000
458,22.234700000000
459,22.297700000000
460,22.243300000000
461,22.255500000000
462,22.313400000000
463,22.249400000000
464,22.234500000000
465,22.182300000000
466,22.283800000000
467,22.196300000000
468,22.231900000000
469,22.238300000000
470,22.162000000000
471,22.221600000000
472,22.211000000000
473,22.247600000000
474,22.259500000000
475,22.160700000000
476,22.160500000000
477,22.218300000000
478,22.173900000000
479,22.301000000000
480,22.281700000000
481,22.187900000000
482,24.404700000000
483,22.232600000000
484,22.182900000000
485,22.199100000000
486,22.212800000000
487,22.216800000000
488,22.167800000000
489,22.235000000000
490,22.200800000000
491,22.231200000000
492,22.245500000000
493,22.212200000000
494,22.208000000000
495,22.209500000000
496,22.257700000000
497,22.237200000000
498,22.210900000000
499,22.212400000000
500,22.144900000000
501,22.277200000000
502,22.216900000000
503,22.235100000000
504,22.195700000000
505,22.255400000000
506,22.274000000000
507,22.169200000000
508,22.280300000000
509,22.204900000000
510,22.221700000000
511,22.271300000000
512,22.238200000000
513,22.265000000000
514,22.201400000000
515,22.180100000000
516,22.237600000000
517,22.313800000000
518,22.232700000000
519,22.168700000000
520,22.295500000000
521,22.224100000000
522,22.346100000000
523,22.143600000000
524,22.197600000000
525,22.293200000000
526,22.269600000000
527,22.254800000000
528,22.185900000000
529,22.264200000000
530,22.234000000000
531,22.188300000000
532,22.167400000000
533,22.225700000000
534,22.200600000000
535,22.245800000000
536,22.193700000000
537,22.177800000000
538,22.191400000000
539,22.291100000000
540,22.251600000000
541,22.238400000000
542,22.215700000000
543,22.219300000000
544,22.312800000000
545,22.278700000000
546,22.227100000000
547,22.239600000000
548,22.264100000000
549,22.175400000000
550,22.228000000000
551,22.282900000000
552,22.319500000000
553,22.274800000000
554,22.227800000000
555,22.225000000000
556,22.236100000000
557,22.206900000000
558,22.231700000000
559,22.194600000000
560,22.214200000000
561,22.249100000000
562,22.272800000000
563,22.267000000000
564,22.240500000000
565,22.179900000000
566,22.205500000000
567,22.201800000000
568,22.268600000000
569,22.268400000000
570,22.229000000000
571,22.235100000000
572,22.225900000000
573,22.271000000000
574,22.213800000000
575,22.196400000000
576,22.211600000000
577,22.359600000000
578,22.241100000000
579,22.248400000000
580,22.238800000000
581,22.228800000000
582,22.169600000000
583,22.222500000000
584,22.215600000000
585,22.206800000000
586,22.231000000000
587,22.214300000000
588,22.214900000000
589,22.202100000000
590,22.180200000000
591,22.177300000000
592,22.302200000000
593,22.228500000000
594,22.250100000000
595,22.288200000000
596,22.249000000000
597,22.233600000000
598,22.265600000000
599,22.284200000000
600,22.248700000000
601,22.264100000000
602,22.197000000000
603,22.281400000000
604,22.304900000000
605,22.311900000000
606,22.225200000000
607,22.208400000000
608,22.249900000000
609,22.241500000000
610,22.191700000000
611,22.255700000000
612,22.265100000000
613,22.270000000000
614,22.322200000000
615,22.270200000000
616,22.191500000000
617,22.210900000000
618,22.150000000000
619,22.283400000000
620,22.182300000000
621,22.217800000000
622,22.251000000000
623,22.307900000000
624,22.254100000000
625,22.200000000000
626,22.234600000000
627,22.209300000000
628,22.250800000000
629,22.328700000000
630,22.195500000000
631,22.153200000000
632,22.234600000000
633,22.210100000000
634,22.193800000000
635,22.247600000000
636,22.240500000000
637,22.247400000000
638,22.291800000000
639,22.220100000000
640,22.238000000000
641,22.192400000000
642,22.183100000000
643,22.235000000000
644,22.191800000000
645,22.150500000000
646,22.191800000000
647,22.241800000000
648,22.236500000000
649,22.199500000000
650,22.275100000000
651,22.238800000000
652,22.230500000000
653,22.182700000000
654,22.221700000000
655,22.246100000000
656,22.208700000000
657,22.211600000000
658,22.207300000000
659,22.201500000000
660,22.271300000000
661,22.197400000000
662,22.193500000000
663,22.298100000000
664,22.334500000000
665,22.232800000000
666,22.179700000000
667,22.198200000000
668,22.276400000000
669,22.237700000000
670,22.193800000000
671,22.276300000000
672,22.293100000000
673,22.267700000000
674,22.236700000000
675,22.256900000000
676,22.255700000000
677,22.214000000000
678,22.215600000000
679,22.165400000000
680,22.224400000000
681,22.334400000000
682,22.222000000000
683,22.233600000000
684,22.253400000000
685,22.250000000000
686,22.352400000000
687,22.243200000000
688,22.293300000000
689,22.207600000000
690,22.235300000000
691,22.297800000000
692,22.174200000000
693,22.204200000000
694,22.243100000000
695,22.255600000000
696,22.272300000000
697,22.229500000000
698,22.254700000000
699,22.266400000000
700,22.207200000000
701,22.265300000000
702,22.307000000000
703,22.244500000000
704,22.212400000000
705,22.257400000000
706,22.234300000000
707,22.179800000000
708,22.280100000000
709,22.314100000000
710,22.194300000000
711,22.349800000000
712,22.177100000000
713,22.254000000000
714,22.196500000000
715,22.276200000000
716,22.225700000000
717,22.266500000000
718,22.222700000000
719,22.202400000000
720,22.221400000000
721,22.283700000000
722,22.233500000000
723,22.187400000000
724,22.286500000000
725,22.244100000000
726,22.167500000000
727,22.205700000000
728,22.196000000000
729,22.204400000000
730,22.198100000000
731,22.239300000000
732,22.188900000000
733,22.179600000000
734,22.206000000000
735,22.218500000000
736,22.288100000000
737,22.208400000000
738,22.271500000000
739,22.272300000000
740,22.255300000000
741,22.256700000000
742,22.287000000000
743,22.217200000000
744,22.219500000000
745,22.220500000000
746,22.201200000000
747,22.246100000000
748,22.244900000000
749,22.235600000000
750,22.215500000000
751,22.315900000000
752,22.202100000000
753,22.153100000000
754,22.229200000000
755,22.211300000000
756,22.223600000000
757,22.199200000000
758,22.207300000000
759,22.238300000000
760,22.247400000000
761,22.246600000000
762,22.221400000000
763,22.213000000000
764,22.207400000000
765,22.324200000000
766,22.244000000000
767,22.273900000000
768,22.335400000000
769,22.305800000000
770,22.208700000000
771,22.210200000000
772,22.273200000000
773,22.224600000000
774,22.261100000000
775,22.259800000000
776,22.277100000000
777,22.223500000000
778,22.176600000000
779,22.228900000000
780,22.221400000000
781,22.252200000000
782,22.230600000000
783,22.314200000000
784,22.474400000000
785,22.268000000000
786,22.269500000000
787,22.220200000000
788,22.251500000000
789,22.266200000000
790,22.190600000000
791,22.240300000000
792,22.170000000000
793,22.265200000000
794,22.211200000000
795,22.319600000000
796,22.237500000000
797,22.175400000000
798,22.218200000000
799,22.256000000000
800,22.230600000000
801,22.270400000000
802,22.319200000000
803,22.265300000000
804,22.287400000000
805,22.181200000000
806,22.221000000000
807,22.246100000000
808,22.313500000000
809,22.259100000000
810,22.278300000000
811,22.225000000000
812,22.249300000000
813,22.217400000000
814,22.219200000000
815,22.191100000000
816,22.203600000000
817,22.242100000000
818,22.315300000000
819,22.201200000000
820,24.238000000000
821,22.266000000000
822,22.262400000000
823,22.298800000000
824,22.302400000000
825,22.274300000000
826,22.252100000000
827,22.237400000000
828,22.312000000000
829,22.256700000000
830,22.210900000000
831,22.320700000000
832,22.319700000000
833,22.270000000000
834,22.189600000000
835,22.188700000000
836,22.207400000000
837,22.174200000000
838,22.228600000000
839,22.264600000000
840,22.185100000000
841,22.190300000000
842,22.250300000000
843,22.200400000000
844,22.193100000000
845,22.278100000000
846,22.240400000000
847,22.215200000000
848,22.264600000000
849,22.214200000000
850,22.203400000000
851,22.280800000000
852,22.304300000000
853,22.154700000000
854,22.180800000000
855,22.288500000000
856,22.227300000000
857,22.215500000000
858,22.236300000000
859,22.170500000000
860,22.197800000000
861,22.191800000000
862,22.299100000000
863,22.217600000000
864,22.212100000000
865,22.203000000000
866,22.162400000000
867,22.267500000000
868,22.228800000000
869,22.240400000000
870,22.339000000000
871,22.244800000000
872,22.195100000000
873,22.245900000000
874,22.219900000000
875,22.193200000000
876,22.210100000000
877,22.181700000000
878,22.256900000000
879,22.160900000000
880,22.269200000000
881,22.227700000000
882,22.331700000000
883,22.231900000000
884,22.285400000000
885,22.202900000000
886,22.171700000000
887,22.230800000000
888,22.204200000000
889,22.236900000000
890,22.266200000000
891,22.237900000000
892,22.218200000000
893,22.312300000000
894,22.209500000000
895,22.233200000000
896,22.223200000000
897,22.260400000000
898,22.229200000000
899,22.333900000000
900,22.189100000000
901,22.253200000000
902,22.193300000000
903,22.303700000000
904,22.244400000000
905,22.178900000000
906,22.230200000000
907,22.249800000000
908,22.190600000000
909,22.288200000000
910,22.170300000000
911,22.181700000000
912,22.260000000000
913,22.311900000000
914,22.211300000000
915,22.248000000000
916,22.679500000000
917,22.213600000000
918,22.227100000000
919,22.221100000000
920,22.279700000000
921,22.241600000000
922,22.267300000000
923,22.238200000000
924,22.359600000000
925,22.262900000000
926,22.284000000000
927,22.237000000000
928,22.259100000000
929,22.262100000000
930,22.209000000000
931,22.254300000000
932,22.320500000000
933,22.239000000000
934,22.288700000000
935,22.199900000000
936,22.280300000000
937,22.200600000000
938,22.217200000000
939,22.211800000000
940,22.184100000000
941,22.227000000000
942,22.329100000000
943,22.270100000000
944,22.231300000000
945,22.269000000000
946,22.251000000000
947,22.271600000000
948,22.366700000000
949,22.212400000000
950,22.236600000000
951,22.336400000000
952,22.224700000000
953,22.180500000000
954,22.203800000000
955,22.215600000000
956,22.220900000000
957,22.232500000000
958,22.217300000000
959,22.182800000000
960,22.311700000000
961,22.206200000000
962,22.282900000000
963,22.244800000000
964,22.357600000000
965,22.224000000000
966,22.212300000000
967,22.199400000000
968,22.198600000000
969,22.262700000000
970,22.248000000000
971,22.163300000000
972,22.198100000000
973,22.289000000000
974,22.259100000000
975,22.227000000000
976,22.178300000000
977,22.293000000000
978,22.265700000000
979,22.168200000000
980,22.203400000000
981,22.236000000000
982,22.245300000000
983,22.284100000000
984,22.251900000000
985,22.206900000000
986,22.266800000000
987,22.225900000000
988,22.210200000000
989,22.293900000000
990,22.215500000000
991,22.200800000000
992,22.215800000000
993,22.245900000000
994,22.202400000000
995,22.204100000000
996,22.238300000000
997,22.251800000000
998,22.259000000000
999,22.171900000000
1000,22.183600000000
1001,22.169900000000
1002,22.302100000000
1003,22.227600000000
1004,22.234500000000
1005,22.172800000000
1006,22.216700000000
1007,22.233500000000
1008,22.343500000000
1009,22.156300000000
1010,22.209600000000
1011,22.225800000000
1012,22.356900000000
1013,22.197100000000
1014,22.249900000000
1015,22.167300000000
1016,22.215200000000
1017,22.253300000000
1018,22.244500000000
1019,22.229600000000
1020,22.265300000000
1021,22.419000000000
1022,22.337700000000
1023,22.265000000000
1024,22.263600000000
1025,22.335800000000
1026,24.063900000000
1027,22.900600000000
1028,22.009900000000
1029,21.998100000000
1030,21.991100000000
1031,22.000200000000
1032,22.039500000000
1033,22.029100000000
1034,22.025100000000
1035,22.045100000000
1036,22.034100000000
1037,21.999400000000
1038,22.002000000000
1039,22.014300000000
1040,22.084700000000
1041,22.056400000000
1042,22.011500000000
1043,22.021100000000
1044,22.031400000000
1045,22.058400000000
1046,22.065500000000
1047,22.083700000000
1048,22.061200000000
1049,22.058100000000
1050,22.039700000000
1051,22.030400000000
1052,22.042700000000
1053,22.053600000000
1054,22.038500000000
1055,22.022700000000
1056,22.048000000000
1057,22.071000000000
1058,22.076600000000
1059,22.054200000000
1060,22.024800000000
1061,22.013900000000
1062,22.107500000000
1063,22.069900000000
1064,22.023500000000
1065,21.977600000000
1066,22.037300000000
1067,22.050000000000
1068,22.040200000000
1069,22.066900000000
1070,22.008600000000
1071,22.067600000000
1072,22.015300000000
1073,22.031500000000
1074,22.061300000000
1075,22.033200000000
1076,22.030700000000
1077,22.042400000000
1078,22.043900000000
1079,22.062900000000
1080,22.094500000000
1081,22.088500000000
1082,22.109700000000
1083,22.026000000000
1084,22.053700000000
1085,22.023100000000
1086,22.021400000000
1087,22.053700000000
1088,22.056000000000
1089,22.048100000000
1090,22.030400000000
1091,22.055800000000
1092,21.991700000000
1093,22.026300000000
1094,22.043100000000
1095,22.042300000000
1096,22.037000000000
1097,22.065300000000
1098,22.056500000000
1099,22.017200000000
1100,22.077700000000
1101,22.040300000000
1102,22.063700000000
1103,22.044500000000
1104,22.052400000000
1105,22.039300000000
1106,22.076000000000
1107,22.023100000000
1108,22.034200000000
1109,22.705300000000
1110,22.058100000000
1111,22.050500000000
1112,22.094100000000
1113,22.015400000000
1114,22.043300000000
1115,22.061100000000
1116,22.050200000000
1117,22.043400000000
1118,22.024900000000
1119,22.048300000000
1120,22.053200000000
1121,22.022000000000
1122,22.076000000000
1123,22.040600000000
1124,22.013800000000
1125,22.044600000000
1126,22.003400000000
1127,22.009100000000
1128,22.020300000000
1129,22.069000000000
1130,22.073900000000
1131,22.101300000000
1132,22.019100000000
1133,22.066100000000
1134,22.073200000000
1135,22.025400000000
1136,22.030200000000
1137,22.074900000000
1138,22.041200000000
1139,22.012100000000
1140,22.076300000000
1141,22.109700000000
1142,22.061900000000
1143,22.075400000000
1144,22.097100000000
1145,22.004300000000
1146,22.065800000000
1147,22.016100000000
1148,22.058800000000
1149,22.037700000000
1150,22.070900000000
1151,22.044300000000
1152,22.040300000000
1153,22.049300000000
1154,22.004800000000
1155,22.057800000000
1156,22.032800000000
1157,22.066500000000
1158,22.031300000000
1159,22.081200000000
1160,22.125900000000
1161,22.075400000000
1162,22.060400000000
1163,22.104900000000
1164,22.056000000000
1165,22.061000000000
1166,22.104000000000
1167,22.055500000000
1168,22.059600000000
1169,22.066200000000
1170,22.069300000000
1171,22.027200000000
1172,22.056200000000
1173,22.031700000000
1174,22.071300000000
1175,22.048000000000
1176,22.116600000000
1177,22.115600000000
1178,22.050400000000
1179,22.053600000000
1180,22.016800000000
1181,22.619600000000
1182,22.211000000000
1183,22.169700000000
1184,22.162200000000
1185,22.177500000000
1186,22.147800000000
1187,22.132900000000
1188,22.199000000000
1189,22.173300000000
1190,22.171100000000
1191,22.157600000000
1192,22.165100000000
1193,22.152000000000
1194,22.133300000000
1195,22.149000000000
1196,22.130000000000
1197,22.151500000000
1198,22.254200000000
1199,22.180000000000
1200,22.173700000000
1201,22.174600000000
1202,22.177900000000
1203,22.228900000000
1204,22.184200000000
1205,22.172100000000
1206,22.185200000000
1207,22.190500000000
1208,22.362800000000
1209,22.253100000000
1210,22.191700000000
1211,22.249100000000
1212,22.236300000000
1213,22.196500000000
1214,22.165900000000
1215,22.164100000000
1216,22.211200000000
1217,22.273800000000
1218,22.196300000000
1219,22.204700000000
1220,22.257400000000
1221,22.177500000000
1222,22.210200000000
1223,22.259100000000
1224,22.192500000000
1225,22.212800000000
1226,22.283100000000
1227,22.181600000000
1228,22.280000000000
1229,22.171700000000
1230,22.229600000000
1231,22.220700000000
1232,22.201700000000
1233,22.219800000000
1234,22.247400000000
1235,22.279700000000
1236,22.304600000000
1237,22.232100000000
1238,22.247100000000
1239,22.317700000000
1240,22.213900000000
1241,22.206800000000
1242,22.222200000000
1243,22.312400000000
1244,22.285600000000
1245,22.242500000000
1246,22.191200000000
1247,22.171600000000
1248,22.259000000000
1249,22.210500000000
